sensor_id,road_id,timestamp,traffic_density_pct,vehicle_count,average_speed_kmph,occupancy_pct,air_quality_aqi,noise_level_db
IOT0008,R0008,2026-07-29T01:00:00,6.8,71,51.5,6.3,70,62.0
IOT0009,R0009,2026-07-29T01:00:00,8.8,231,52.0,9.2,87,61.8
IOT0010,R0010,2026-07-29T01:00:00,7.4,80,29.2,8.0,120,57.9
IOT0011,R0011,2026-07-29T01:00:00,7.6,318,44.0,7.6,95,60.1
IOT0012,R0012,2026-07-29T01:00:00,7.4,113,56.6,7.3,97,57.3
IOT0013,R0013,2026-07-29T01:00:00,8.6,99,57.4,8.0,93,54.9
IOT0014,R0014,2026-07-29T01:00:00,7.2,184,38.2,7.0,137,57.9
IOT0015,R0015,2026-07-29T01:00:00,8.7,100,43.9,8.5,104,59.4
IOT0016,R0016,2026-07-29T01:00:00,9.6,175,51.3,9.0,96,63.2
IOT0017,R0017,2026-07-29T01:00:00,9.6,137,28.3,8.9,92,55.8
IOT0018,R0018,2026-07-29T01:00:00,8.4,451,48.2,8.1,69,51.6
IOT0019,R0019,2026-07-29T01:00:00,8.1,133,93.1,8.6,78,58.5
IOT0020,R0020,2026-07-29T01:00:00,7.9,168,26.8,8.2,109,52.6
IOT0021,R0021,2026-07-29T01:00:00,9.2,138,34.6,9.2,73,62.7
IOT0022,R0022,2026-07-29T01:00:00,8.7,110,95.5,8.0,103,59.0
IOT0023,R0023,2026-07-29T01:00:00,9.0,124,25.2,8.9,116,56.5
IOT0024,R0024,2026-07-29T01:00:00,6.8,99,49.0,6.9,80,52.2
IOT0025,R0025,2026-07-29T01:00:00,7.5,101,52.7,7.1,94,57.7
IOT0026,R0026,2026-07-29T01:00:00,7.4,112,38.8,7.0,119,64.2
IOT0027,R0027,2026-07-29T01:00:00,7.1,127,29.7,6.8,110,60.1
IOT0028,R0028,2026-07-29T01:00:00,9.2,146,26.4,9.1,116,56.3
IOT0029,R0029,2026-07-29T01:00:00,8.4,278,46.3,8.7,105,60.1
IOT0030,R0030,2026-07-29T01:00:00,8.4,144,36.1,8.2,73,59.3
IOT0031,R0031,2026-07-29T01:00:00,9.0,231,43.5,8.4,107,61.9
IOT0032,R0032,2026-07-29T01:00:00,7.4,298,46.9,7.0,96,56.6
IOT0033,R0033,2026-07-29T01:00:00,7.3,103,25.7,7.4,119,57.5
IOT0034,R0034,2026-07-29T01:00:00,8.4,107,96.1,8.5,85,55.5
IOT0035,R0035,2026-07-29T01:00:00,8.8,138,35.5,8.0,74,58.1
IOT0036,R0036,2026-07-29T01:00:00,9.5,227,26.4,10.2,113,58.0
IOT0037,R0037,2026-07-29T01:00:00,6.7,208,43.3,6.3,121,57.7
IOT0038,R0038,2026-07-29T01:00:00,6.8,83,37.7,7.3,77,60.2
IOT0039,R0039,2026-07-29T01:00:00,8.3,115,86.7,7.6,96,57.6
IOT0040,R0040,2026-07-29T01:00:00,8.7,418,29.2,9.0,90,60.1
IOT0041,R0041,2026-07-29T01:00:00,9.3,140,36.6,9.6,62,57.6
IOT0042,R0042,2026-07-29T01:00:00,8.2,136,85.3,8.7,98,60.1
IOT0043,R0043,2026-07-29T01:00:00,8.5,249,35.6,9.1,87,51.0
IOT0044,R0044,2026-07-29T01:00:00,7.9,140,26.0,7.1,109,50.5
IOT0045,R0045,2026-07-29T01:00:00,7.6,99,27.6,7.9,101,54.6
IOT0046,R0046,2026-07-29T01:00:00,9.4,204,75.6,9.3,80,59.0
IOT0047,R0047,2026-07-29T01:00:00,8.7,266,38.9,9.3,95,51.4
IOT0048,R0048,2026-07-29T01:00:00,6.7,80,26.8,7.2,92,57.5
IOT0049,R0049,2026-07-29T01:00:00,8.7,391,55.7,8.1,121,57.5
IOT0050,R0050,2026-07-29T01:00:00,6.8,174,28.7,6.7,76,59.6
IOT0001,R0001,2026-07-29T02:00:00,10.9,192,37.0,10.0,66,57.9
IOT0002,R0002,2026-07-29T02:00:00,9.1,154,32.4,9.9,51,59.2
IOT0003,R0003,2026-07-29T02:00:00,11.3,530,28.4,12.3,64,59.2
IOT0004,R0004,2026-07-29T02:00:00,11.5,270,47.3,11.1,61,59.1
IOT0005,R0005,2026-07-29T02:00:00,8.7,124,47.9,9.0,63,55.9
IOT0006,R0006,2026-07-29T02:00:00,9.7,162,21.3,9.0,32,56.6
IOT0007,R0007,2026-07-29T02:00:00,12.0,196,40.3,12.7,64,58.5
IOT0008,R0008,2026-07-29T02:00:00,10.7,111,42.7,10.4,72,55.7
IOT0009,R0009,2026-07-29T02:00:00,10.2,270,46.6,10.1,77,54.8
IOT0010,R0010,2026-07-29T02:00:00,9.6,104,21.6,9.6,90,53.4
IOT0011,R0011,2026-07-29T02:00:00,9.1,383,36.6,9.4,74,52.8
IOT0012,R0012,2026-07-29T02:00:00,10.5,160,45.9,9.6,68,57.3
IOT0013,R0013,2026-07-29T02:00:00,12.6,144,45.5,13.5,75,55.5
IOT0014,R0014,2026-07-29T02:00:00,10.0,258,29.7,9.3,93,53.4
IOT0015,R0015,2026-07-29T02:00:00,11.3,131,38.9,12.2,81,61.5
IOT0016,R0016,2026-07-29T02:00:00,9.3,169,47.1,10.0,74,61.2
IOT0017,R0017,2026-07-29T02:00:00,10.9,157,23.5,11.1,71,57.0
IOT0018,R0018,2026-07-29T02:00:00,11.7,626,39.9,12.0,70,57.5
IOT0019,R0019,2026-07-29T02:00:00,11.6,191,76.9,11.9,60,56.6
IOT0020,R0020,2026-07-29T02:00:00,8.9,188,22.4,8.6,83,57.8
IOT0021,R0021,2026-07-29T02:00:00,11.1,167,32.0,10.1,63,59.7
IOT0022,R0022,2026-07-29T02:00:00,9.2,116,82.5,9.8,52,55.4
IOT0023,R0023,2026-07-29T02:00:00,10.6,146,23.1,11.0,59,63.7
IOT0024,R0024,2026-07-29T02:00:00,9.1,132,35.9,9.7,71,56.2
IOT0025,R0025,2026-07-29T02:00:00,11.0,148,45.8,10.4,99,59.0
IOT0026,R0026,2026-07-29T02:00:00,11.2,169,31.8,10.8,47,60.8
IOT0027,R0027,2026-07-29T02:00:00,10.7,192,23.5,10.6,88,51.1
IOT0028,R0028,2026-07-29T02:00:00,9.9,158,23.4,9.2,39,58.3
IOT0029,R0029,2026-07-29T02:00:00,11.9,391,38.1,11.1,91,60.4
IOT0030,R0030,2026-07-29T02:00:00,10.2,175,31.2,9.8,72,57.2
IOT0031,R0031,2026-07-29T02:00:00,9.5,244,39.6,9.2,67,58.4
IOT0032,R0032,2026-07-29T02:00:00,10.2,409,40.6,9.3,71,53.0
IOT0033,R0033,2026-07-29T02:00:00,9.9,140,21.4,8.9,69,63.1
IOT0034,R0034,2026-07-29T02:00:00,11.4,145,73.6,11.4,57,64.4
IOT0035,R0035,2026-07-29T02:00:00,10.2,160,31.8,11.2,72,54.2
IOT0036,R0036,2026-07-29T02:00:00,10.4,249,24.4,9.9,65,57.5
IOT0037,R0037,2026-07-29T02:00:00,9.2,285,39.0,9.8,57,54.1
IOT0038,R0038,2026-07-29T02:00:00,10.2,125,28.5,10.2,100,60.6
IOT0039,R0039,2026-07-29T02:00:00,10.7,149,72.1,10.7,48,57.9
IOT0040,R0040,2026-07-29T02:00:00,12.6,609,22.3,13.3,90,58.1
IOT0041,R0041,2026-07-29T02:00:00,10.3,155,28.7,11.0,69,61.3
IOT0042,R0042,2026-07-29T02:00:00,10.4,173,74.9,10.5,69,56.5
IOT0043,R0043,2026-07-29T02:00:00,10.5,308,31.2,11.3,60,54.3
IOT0044,R0044,2026-07-29T02:00:00,11.9,210,24.1,12.8,85,57.8
IOT0045,R0045,2026-07-29T02:00:00,12.5,163,21.3,13.5,78,55.8
IOT0046,R0046,2026-07-29T02:00:00,11.1,242,61.4,11.0,55,58.6
IOT0047,R0047,2026-07-29T02:00:00,10.1,308,28.8,10.0,85,52.9
IOT0048,R0048,2026-07-29T02:00:00,9.4,112,23.9,10.3,43,66.0
IOT0049,R0049,2026-07-29T02:00:00,9.0,407,46.7,9.6,61,56.9
IOT0050,R0050,2026-07-29T02:00:00,12.1,312,22.8,11.5,82,57.3
IOT0001,R0001,2026-07-29T03:00:00,12.4,219,41.2,11.6,101,57.8
IOT0002,R0002,2026-07-29T03:00:00,14.1,238,34.2,15.3,113,63.8
IOT0003,R0003,2026-07-29T03:00:00,10.7,504,33.9,11.3,89,60.3
IOT0004,R0004,2026-07-29T03:00:00,12.7,298,49.4,13.5,122,62.9
IOT0005,R0005,2026-07-29T03:00:00,13.4,190,53.2,13.8,85,67.0
IOT0006,R0006,2026-07-29T03:00:00,10.4,174,26.8,10.6,85,56.9
IOT0007,R0007,2026-07-29T03:00:00,13.8,224,45.5,12.4,101,59.6
IOT0008,R0008,2026-07-29T03:00:00,14.2,147,49.1,14.9,79,63.8
IOT0009,R0009,2026-07-29T03:00:00,14.4,379,49.4,14.1,99,53.0
IOT0010,R0010,2026-07-29T03:00:00,10.2,110,26.6,11.1,78,62.6
IOT0011,R0011,2026-07-29T03:00:00,12.7,530,46.9,12.8,100,61.9
IOT0012,R0012,2026-07-29T03:00:00,12.2,187,55.5,13.2,113,62.5
IOT0013,R0013,2026-07-29T03:00:00,10.2,117,57.9,10.6,113,57.2
IOT0014,R0014,2026-07-29T03:00:00,13.7,352,33.7,14.5,86,63.4
IOT0015,R0015,2026-07-29T03:00:00,12.0,139,45.2,12.3,98,59.9
IOT0016,R0016,2026-07-29T03:00:00,10.3,188,54.7,10.1,75,58.2
IOT0017,R0017,2026-07-29T03:00:00,11.8,169,25.4,12.0,91,59.8
IOT0018,R0018,2026-07-29T03:00:00,10.3,554,47.1,9.3,85,60.1
IOT0019,R0019,2026-07-29T03:00:00,12.7,209,86.0,11.5,106,58.4
IOT0020,R0020,2026-07-29T03:00:00,12.6,266,27.7,12.8,112,57.0
IOT0021,R0021,2026-07-29T03:00:00,13.6,203,35.4,12.4,113,62.2
IOT0022,R0022,2026-07-29T03:00:00,14.3,180,87.3,14.5,99,61.0
IOT0023,R0023,2026-07-29T03:00:00,11.0,152,27.3,12.0,83,60.2
IOT0024,R0024,2026-07-29T03:00:00,10.9,158,41.6,11.9,88,58.8
IOT0025,R0025,2026-07-29T03:00:00,13.4,180,52.7,13.5,127,61.9
IOT0026,R0026,2026-07-29T03:00:00,13.1,197,32.8,12.0,98,54.4
IOT0027,R0027,2026-07-29T03:00:00,10.8,194,25.5,10.3,86,63.5
IOT0028,R0028,2026-07-29T03:00:00,11.8,188,24.8,12.0,94,62.5
IOT0029,R0029,2026-07-29T03:00:00,12.4,407,44.0,11.2,109,55.4
IOT0030,R0030,2026-07-29T03:00:00,13.8,238,33.0,15.0,136,59.3
IOT0031,R0031,2026-07-29T03:00:00,10.4,267,41.9,10.6,118,56.8
IOT0032,R0032,2026-07-29T03:00:00,12.6,507,46.6,12.1,98,61.5
IOT0033,R0033,2026-07-29T03:00:00,14.3,202,24.2,12.9,101,63.3
IOT0034,R0034,2026-07-29T03:00:00,10.2,130,85.5,10.5,79,57.4
IOT0035,R0035,2026-07-29T03:00:00,12.9,202,32.7,11.7,99,65.6
IOT0036,R0036,2026-07-29T03:00:00,13.8,332,25.3,14.4,117,61.2
IOT0037,R0037,2026-07-29T03:00:00,10.8,335,42.1,11.6,92,60.3
IOT0038,R0038,2026-07-29T03:00:00,12.4,151,33.9,11.8,83,61.4
IOT0039,R0039,2026-07-29T03:00:00,14.5,201,89.1,13.5,118,59.8
IOT0040,R0040,2026-07-29T03:00:00,10.7,518,26.4,11.4,90,61.3
IOT0041,R0041,2026-07-29T03:00:00,10.4,157,33.1,10.1,96,61.0
IOT0042,R0042,2026-07-29T03:00:00,12.9,215,86.6,13.4,103,63.7
IOT0043,R0043,2026-07-29T03:00:00,11.9,351,32.8,12.7,84,60.3
IOT0044,R0044,2026-07-29T03:00:00,10.8,192,25.2,10.3,111,56.1
IOT0045,R0045,2026-07-29T03:00:00,12.8,167,27.3,13.4,84,56.2
IOT0046,R0046,2026-07-29T03:00:00,11.8,258,68.0,11.3,115,59.6
IOT0047,R0047,2026-07-29T03:00:00,10.9,333,37.4,10.1,115,61.3
IOT0048,R0048,2026-07-29T03:00:00,12.5,149,26.3,12.1,94,51.9
IOT0049,R0049,2026-07-29T03:00:00,10.4,471,52.0,9.8,116,55.3
IOT0050,R0050,2026-07-29T03:00:00,13.5,349,28.2,13.7,107,60.2
IOT0001,R0001,2026-07-29T04:00:00,14.7,258,41.4,15.8,94,60.7
IOT0002,R0002,2026-07-29T04:00:00,12.7,214,37.8,13.9,113,55.0
IOT0003,R0003,2026-07-29T04:00:00,14.6,684,33.7,14.4,127,62.1
IOT0004,R0004,2026-07-29T04:00:00,12.7,298,53.4,12.9,102,55.8
IOT0005,R0005,2026-07-29T04:00:00,14.6,207,54.9,14.5,73,58.5
IOT0006,R0006,2026-07-29T04:00:00,14.0,234,24.7,13.6,94,54.4
IOT0007,R0007,2026-07-29T04:00:00,13.3,217,43.1,14.6,79,60.8
IOT0008,R0008,2026-07-29T04:00:00,15.4,160,48.7,15.3,83,60.4
IOT0009,R0009,2026-07-29T04:00:00,12.7,334,49.8,11.9,109,65.2
IOT0010,R0010,2026-07-29T04:00:00,15.2,164,27.3,14.6,97,63.7
IOT0011,R0011,2026-07-29T04:00:00,15.5,648,41.0,16.7,111,63.6
IOT0012,R0012,2026-07-29T04:00:00,13.9,213,52.1,14.8,123,62.1
IOT0013,R0013,2026-07-29T04:00:00,12.5,143,53.6,12.5,91,59.9
IOT0014,R0014,2026-07-29T04:00:00,11.5,297,35.4,11.6,102,58.0
IOT0015,R0015,2026-07-29T04:00:00,13.4,155,41.8,13.7,82,61.1
IOT0016,R0016,2026-07-29T04:00:00,10.9,199,52.4,11.6,113,61.7
IOT0017,R0017,2026-07-29T04:00:00,13.4,192,25.3,13.4,121,56.4
IOT0018,R0018,2026-07-29T04:00:00,13.5,723,45.7,13.3,105,55.7
IOT0019,R0019,2026-07-29T04:00:00,13.6,225,87.1,13.3,120,58.5
IOT0020,R0020,2026-07-29T04:00:00,12.0,254,26.2,13.1,85,63.5
IOT0021,R0021,2026-07-29T04:00:00,13.2,198,33.9,13.9,116,61.0
IOT0022,R0022,2026-07-29T04:00:00,13.1,165,84.8,12.3,95,52.6
IOT0023,R0023,2026-07-29T04:00:00,10.9,150,27.1,11.8,113,56.6
IOT0024,R0024,2026-07-29T04:00:00,11.6,168,44.2,10.6,95,64.3
IOT0025,R0025,2026-07-29T04:00:00,13.7,184,52.7,13.6,100,58.1
IOT0026,R0026,2026-07-29T04:00:00,13.3,200,37.1,12.3,104,63.2
IOT0027,R0027,2026-07-29T04:00:00,10.9,196,28.3,11.0,108,61.6
IOT0028,R0028,2026-07-29T04:00:00,14.9,238,26.3,15.4,91,60.3
IOT0029,R0029,2026-07-29T04:00:00,12.8,422,45.6,12.2,108,58.7
IOT0030,R0030,2026-07-29T04:00:00,13.5,232,33.2,13.8,109,66.0
IOT0031,R0031,2026-07-29T04:00:00,11.7,302,42.6,10.6,74,57.0
IOT0032,R0032,2026-07-29T04:00:00,13.4,539,44.3,13.9,115,62.2
IOT0033,R0033,2026-07-29T04:00:00,13.6,192,24.5,12.3,83,61.9
IOT0034,R0034,2026-07-29T04:00:00,11.6,147,89.0,11.2,99,63.2
IOT0035,R0035,2026-07-29T04:00:00,12.1,189,34.8,13.1,117,57.6
IOT0036,R0036,2026-07-29T04:00:00,10.8,260,27.4,10.2,99,61.5
IOT0037,R0037,2026-07-29T04:00:00,14.5,449,46.2,13.8,94,62.0
IOT0038,R0038,2026-07-29T04:00:00,11.5,140,37.7,11.1,101,54.3
IOT0039,R0039,2026-07-29T04:00:00,13.4,187,89.6,14.4,100,56.1
IOT0040,R0040,2026-07-29T04:00:00,15.2,733,27.8,14.3,119,60.9
IOT0041,R0041,2026-07-29T04:00:00,12.1,182,37.4,12.0,104,55.6
IOT0042,R0042,2026-07-29T04:00:00,11.9,198,94.0,12.5,117,61.0
IOT0043,R0043,2026-07-29T04:00:00,11.8,348,33.5,11.1,98,61.0
IOT0044,R0044,2026-07-29T04:00:00,13.1,232,27.0,12.5,87,60.0
IOT0045,R0045,2026-07-29T04:00:00,14.4,188,27.1,13.3,96,56.1
IOT0046,R0046,2026-07-29T04:00:00,12.7,277,67.2,13.0,102,58.8
IOT0047,R0047,2026-07-29T04:00:00,13.8,422,37.2,12.7,117,63.6
IOT0048,R0048,2026-07-29T04:00:00,14.4,172,27.1,15.4,93,58.9
IOT0049,R0049,2026-07-29T04:00:00,15.3,693,50.8,14.8,93,62.3
IOT0050,R0050,2026-07-29T04:00:00,13.9,359,27.0,14.7,104,61.2
IOT0001,R0001,2026-07-29T05:00:00,5.3,94,38.6,5.6,49,54.8
IOT0002,R0002,2026-07-29T05:00:00,5.6,94,32.9,5.7,79,60.4
IOT0003,R0003,2026-07-29T05:00:00,5.2,242,30.7,5.0,86,58.1
IOT0004,R0004,2026-07-29T05:00:00,5.9,137,50.5,5.7,75,56.0
IOT0005,R0005,2026-07-29T05:00:00,5.8,82,50.4,6.4,89,58.3
IOT0006,R0006,2026-07-29T05:00:00,4.7,78,25.6,5.0,32,51.5
IOT0007,R0007,2026-07-29T05:00:00,5.0,81,37.2,5.0,70,59.2
IOT0008,R0008,2026-07-29T05:00:00,4.5,47,46.1,4.8,75,51.8
IOT0009,R0009,2026-07-29T05:00:00,5.9,156,50.2,6.5,44,49.8
IOT0010,R0010,2026-07-29T05:00:00,6.0,65,25.0,5.4,49,62.2
IOT0011,R0011,2026-07-29T05:00:00,4.7,195,41.1,5.0,47,57.1
IOT0012,R0012,2026-07-29T05:00:00,5.7,87,46.3,5.6,58,61.9
IOT0013,R0013,2026-07-29T05:00:00,5.6,64,47.7,5.3,57,58.7
IOT0014,R0014,2026-07-29T05:00:00,5.0,128,33.4,4.6,54,58.3
IOT0015,R0015,2026-07-29T05:00:00,4.6,53,42.8,4.8,50,58.9
IOT0016,R0016,2026-07-29T05:00:00,5.6,103,49.4,6.1,53,52.6
IOT0017,R0017,2026-07-29T05:00:00,6.1,88,23.0,5.9,53,53.1
IOT0018,R0018,2026-07-29T05:00:00,4.6,248,41.2,4.5,60,53.6
IOT0019,R0019,2026-07-29T05:00:00,5.6,93,76.3,5.6,76,58.7
IOT0020,R0020,2026-07-29T05:00:00,4.7,99,22.3,4.3,62,55.6
IOT0021,R0021,2026-07-29T05:00:00,5.3,79,33.5,5.0,84,59.8
IOT0022,R0022,2026-07-29T05:00:00,4.7,59,84.0,4.8,52,59.5
IOT0023,R0023,2026-07-29T05:00:00,4.7,65,24.8,5.0,57,58.4
IOT0024,R0024,2026-07-29T05:00:00,5.5,80,39.4,5.8,73,59.3
IOT0025,R0025,2026-07-29T05:00:00,6.0,80,49.0,5.6,67,56.5
IOT0026,R0026,2026-07-29T05:00:00,6.0,90,32.5,5.5,67,63.0
IOT0027,R0027,2026-07-29T05:00:00,5.1,91,25.3,5.5,64,51.3
IOT0028,R0028,2026-07-29T05:00:00,4.6,73,23.6,4.6,73,61.0
IOT0029,R0029,2026-07-29T05:00:00,4.5,147,42.8,4.4,50,55.5
IOT0030,R0030,2026-07-29T05:00:00,5.6,96,30.6,5.1,33,52.2
IOT0031,R0031,2026-07-29T05:00:00,6.2,159,38.2,5.7,81,63.8
IOT0032,R0032,2026-07-29T05:00:00,5.1,206,37.6,5.3,51,60.7
IOT0033,R0033,2026-07-29T05:00:00,5.4,76,25.6,5.7,51,56.4
IOT0034,R0034,2026-07-29T05:00:00,5.0,64,77.8,5.2,61,54.8
IOT0035,R0035,2026-07-29T05:00:00,5.2,81,33.7,5.5,41,55.3
IOT0036,R0036,2026-07-29T05:00:00,5.3,128,22.5,5.2,63,49.8
IOT0037,R0037,2026-07-29T05:00:00,4.9,150,37.3,4.7,74,54.2
IOT0038,R0038,2026-07-29T05:00:00,5.5,67,31.3,5.7,33,52.6
IOT0039,R0039,2026-07-29T05:00:00,5.8,81,75.5,5.8,66,58.8
IOT0040,R0040,2026-07-29T05:00:00,5.6,271,23.5,5.1,71,60.6
IOT0041,R0041,2026-07-29T05:00:00,4.9,73,33.1,4.7,80,56.2
IOT0042,R0042,2026-07-29T05:00:00,5.0,83,80.9,5.3,73,56.1
IOT0043,R0043,2026-07-29T05:00:00,5.2,153,33.9,4.8,43,59.4
IOT0044,R0044,2026-07-29T05:00:00,4.5,79,22.9,4.1,67,51.2
IOT0045,R0045,2026-07-29T05:00:00,4.7,62,22.1,4.8,57,55.8
IOT0046,R0046,2026-07-29T05:00:00,6.0,130,65.6,5.7,76,63.5
IOT0047,R0047,2026-07-29T05:00:00,4.6,141,29.8,4.3,49,55.9
IOT0048,R0048,2026-07-29T05:00:00,6.1,73,23.4,6.3,72,57.8
IOT0049,R0049,2026-07-29T05:00:00,5.4,242,46.6,5.1,66,54.9
IOT0050,R0050,2026-07-29T05:00:00,5.6,143,24.6,5.5,86,53.4
IOT0001,R0001,2026-07-29T06:00:00,29.7,523,36.1,28.8,111,61.8
IOT0002,R0002,2026-07-29T06:00:00,22.4,378,30.0,23.8,93,62.3
IOT0003,R0003,2026-07-29T06:00:00,28.0,1314,29.9,27.2,115,63.3
IOT0004,R0004,2026-07-29T06:00:00,26.8,627,46.5,25.6,119,61.2
IOT0005,R0005,2026-07-29T06:00:00,28.5,405,42.2,28.1,98,71.5
IOT0006,R0006,2026-07-29T06:00:00,24.8,414,25.5,22.6,110,62.8
IOT0007,R0007,2026-07-29T06:00:00,29.6,482,39.1,28.8,146,67.7
IOT0008,R0008,2026-07-29T06:00:00,25.6,265,50.5,27.8,135,66.9
IOT0009,R0009,2026-07-29T06:00:00,21.6,569,50.3,19.8,118,66.7
IOT0010,R0010,2026-07-29T06:00:00,20.7,223,24.2,21.0,97,59.1
IOT0011,R0011,2026-07-29T06:00:00,28.1,1178,37.3,29.4,117,64.4
IOT0012,R0012,2026-07-29T06:00:00,20.7,316,47.7,19.2,105,56.8
IOT0013,R0013,2026-07-29T06:00:00,22.8,261,45.0,24.6,119,67.0
IOT0014,R0014,2026-07-29T06:00:00,25.7,662,30.3,27.7,128,64.0
IOT0015,R0015,2026-07-29T06:00:00,24.0,278,42.0,23.2,126,63.8
IOT0016,R0016,2026-07-29T06:00:00,25.2,459,45.9,25.6,111,63.4
IOT0017,R0017,2026-07-29T06:00:00,29.3,420,21.1,27.2,136,67.5
IOT0018,R0018,2026-07-29T06:00:00,23.4,1256,38.9,24.2,96,62.5
IOT0019,R0019,2026-07-29T06:00:00,27.8,459,72.2,29.8,109,61.8
IOT0020,R0020,2026-07-29T06:00:00,21.8,462,22.7,21.8,106,62.5
IOT0021,R0021,2026-07-29T06:00:00,22.4,336,33.9,22.7,91,64.5
IOT0022,R0022,2026-07-29T06:00:00,21.3,269,87.2,19.3,93,59.0
