timestamp,road_id,vehicle_count,average_speed_kmph,density_pct,travel_time_min,queue_length_m,congestion_level
2026-07-29T03:00:00,R0003,504,33.9,10.7,7.5,6.5,Low
2026-07-29T03:00:00,R0004,298,49.4,12.7,6.7,14.1,Low
2026-07-29T03:00:00,R0005,190,53.2,13.4,2.9,12.4,Low
2026-07-29T03:00:00,R0006,174,26.8,10.4,9.6,9.5,Low
2026-07-29T03:00:00,R0007,224,45.5,13.8,4.5,4.2,Low
2026-07-29T03:00:00,R0008,147,49.1,14.2,5.1,13.1,Low
2026-07-29T03:00:00,R0009,379,49.4,14.4,1.4,10.8,Low
2026-07-29T03:00:00,R0010,110,26.6,10.2,5.7,7.7,Low
2026-07-29T03:00:00,R0011,530,46.9,12.7,1.9,10.1,Low
2026-07-29T03:00:00,R0012,187,55.5,12.2,2.5,14.3,Low
2026-07-29T03:00:00,R0013,117,57.9,10.2,4.1,1.3,Low
2026-07-29T03:00:00,R0014,352,33.7,13.7,11.0,2.0,Low
2026-07-29T03:00:00,R0015,139,45.2,12.0,1.7,5.7,Low
2026-07-29T03:00:00,R0016,188,54.7,10.3,3.3,13.5,Low
2026-07-29T03:00:00,R0017,169,25.4,11.8,5.7,6.6,Low
2026-07-29T03:00:00,R0018,554,47.1,10.3,1.6,12.4,Low
2026-07-29T03:00:00,R0019,209,86.0,12.7,0.6,12.0,Low
2026-07-29T03:00:00,R0020,266,27.7,12.6,11.3,9.5,Low
2026-07-29T03:00:00,R0021,203,35.4,13.6,9.7,6.2,Low
2026-07-29T03:00:00,R0022,180,87.3,14.3,1.8,9.1,Low
2026-07-29T03:00:00,R0023,152,27.3,11.0,12.9,8.6,Low
2026-07-29T03:00:00,R0024,158,41.6,10.9,7.4,9.1,Low
2026-07-29T03:00:00,R0025,180,52.7,13.4,4.3,3.4,Low
2026-07-29T03:00:00,R0026,197,32.8,13.1,1.8,6.6,Low
2026-07-29T03:00:00,R0027,194,25.5,10.8,14.0,3.0,Low
2026-07-29T03:00:00,R0028,188,24.8,11.8,5.1,6.0,Low
2026-07-29T03:00:00,R0029,407,44.0,12.4,8.3,5.7,Low
2026-07-29T03:00:00,R0030,238,33.0,13.8,9.8,7.6,Low
2026-07-29T03:00:00,R0031,267,41.9,10.4,7.7,8.6,Low
2026-07-29T03:00:00,R0032,507,46.6,12.6,2.7,8.4,Low
2026-07-29T03:00:00,R0033,202,24.2,14.3,2.1,1.5,Low
2026-07-29T03:00:00,R0034,130,85.5,10.2,1.0,8.1,Low
2026-07-29T03:00:00,R0035,202,32.7,12.9,6.9,14.2,Low
2026-07-29T03:00:00,R0036,332,25.3,13.8,14.9,1.2,Low
2026-07-29T03:00:00,R0037,335,42.1,10.8,3.4,1.8,Low
2026-07-29T03:00:00,R0038,151,33.9,12.4,1.9,5.4,Low
2026-07-29T03:00:00,R0039,201,89.1,14.5,1.1,14.2,Low
2026-07-29T03:00:00,R0040,518,26.4,10.7,10.5,8.3,Low
2026-07-29T03:00:00,R0041,157,33.1,10.4,5.3,10.1,Low
2026-07-29T03:00:00,R0042,215,86.6,12.9,0.9,7.3,Low
2026-07-29T03:00:00,R0043,351,32.8,11.9,1.9,5.0,Low
2026-07-29T03:00:00,R0044,192,25.2,10.8,8.9,14.4,Low
2026-07-29T03:00:00,R0045,167,27.3,12.8,10.4,4.7,Low
2026-07-29T03:00:00,R0046,258,68.0,11.8,2.4,1.5,Low
2026-07-29T03:00:00,R0047,333,37.4,10.9,3.6,10.2,Low
2026-07-29T03:00:00,R0048,149,26.3,12.5,8.7,13.8,Low
2026-07-29T03:00:00,R0049,471,52.0,10.4,6.8,5.2,Low
2026-07-29T03:00:00,R0050,349,28.2,13.5,10.5,3.6,Low
2026-07-29T04:00:00,R0001,258,41.4,14.7,4.2,6.0,Low
2026-07-29T04:00:00,R0002,214,37.8,12.7,2.7,2.7,Low
2026-07-29T04:00:00,R0003,684,33.7,14.6,7.5,11.0,Low
2026-07-29T04:00:00,R0004,298,53.4,12.7,6.2,12.5,Low
2026-07-29T04:00:00,R0005,207,54.9,14.6,2.8,0.9,Low
2026-07-29T04:00:00,R0006,234,24.7,14.0,10.4,6.2,Low
2026-07-29T04:00:00,R0007,217,43.1,13.3,4.7,7.8,Low
2026-07-29T04:00:00,R0008,160,48.7,15.4,5.1,10.1,Low
2026-07-29T04:00:00,R0009,334,49.8,12.7,1.4,2.4,Low
2026-07-29T04:00:00,R0010,164,27.3,15.2,5.6,13.6,Low
2026-07-29T04:00:00,R0011,648,41.0,15.5,2.2,5.3,Low
2026-07-29T04:00:00,R0012,213,52.1,13.9,2.6,6.3,Low
2026-07-29T04:00:00,R0013,143,53.6,12.5,4.4,8.6,Low
2026-07-29T04:00:00,R0014,297,35.4,11.5,10.4,8.3,Low
2026-07-29T04:00:00,R0015,155,41.8,13.4,1.9,11.1,Low
2026-07-29T04:00:00,R0016,199,52.4,10.9,3.5,11.7,Low
2026-07-29T04:00:00,R0017,192,25.3,13.4,5.7,10.4,Low
2026-07-29T04:00:00,R0018,723,45.7,13.5,1.6,11.0,Low
2026-07-29T04:00:00,R0019,225,87.1,13.6,0.6,2.0,Low
2026-07-29T04:00:00,R0020,254,26.2,12.0,11.9,9.0,Low
2026-07-29T04:00:00,R0021,198,33.9,13.2,10.1,0.1,Low
2026-07-29T04:00:00,R0022,165,84.8,13.1,1.8,11.0,Low
2026-07-29T04:00:00,R0023,150,27.1,10.9,13.0,14.1,Low
2026-07-29T04:00:00,R0024,168,44.2,11.6,7.0,1.4,Low
2026-07-29T04:00:00,R0025,184,52.7,13.7,4.3,6.1,Low
2026-07-29T04:00:00,R0026,200,37.1,13.3,1.6,2.9,Low
2026-07-29T04:00:00,R0027,196,28.3,10.9,12.7,8.7,Low
2026-07-29T04:00:00,R0028,238,26.3,14.9,4.8,12.2,Low
2026-07-29T04:00:00,R0029,422,45.6,12.8,8.0,13.7,Low
2026-07-29T04:00:00,R0030,232,33.2,13.5,9.7,4.0,Low
2026-07-29T04:00:00,R0031,302,42.6,11.7,7.6,4.6,Low
2026-07-29T04:00:00,R0032,539,44.3,13.4,2.8,6.4,Low
2026-07-29T04:00:00,R0033,192,24.5,13.6,2.1,1.3,Low
2026-07-29T04:00:00,R0034,147,89.0,11.6,1.0,3.2,Low
2026-07-29T04:00:00,R0035,189,34.8,12.1,6.5,12.2,Low
2026-07-29T04:00:00,R0036,260,27.4,10.8,13.8,10.0,Low
2026-07-29T04:00:00,R0037,449,46.2,14.5,3.1,0.3,Low
2026-07-29T04:00:00,R0038,140,37.7,11.5,1.7,6.9,Low
2026-07-29T04:00:00,R0039,187,89.6,13.4,1.1,10.2,Low
2026-07-29T04:00:00,R0040,733,27.8,15.2,10.0,10.8,Low
2026-07-29T04:00:00,R0041,182,37.4,12.1,4.7,0.7,Low
2026-07-29T04:00:00,R0042,198,94.0,11.9,0.8,3.8,Low
2026-07-29T04:00:00,R0043,348,33.5,11.8,1.8,12.9,Low
2026-07-29T04:00:00,R0044,232,27.0,13.1,8.3,3.6,Low
2026-07-29T04:00:00,R0045,188,27.1,14.4,10.5,4.7,Low
2026-07-29T04:00:00,R0046,277,67.2,12.7,2.4,14.6,Low
2026-07-29T04:00:00,R0047,422,37.2,13.8,3.7,4.6,Low
2026-07-29T04:00:00,R0048,172,27.1,14.4,8.5,10.4,Low
2026-07-29T04:00:00,R0049,693,50.8,15.3,7.0,2.0,Low
2026-07-29T04:00:00,R0050,359,27.0,13.9,11.0,8.6,Low
2026-07-29T05:00:00,R0001,94,38.6,5.3,4.6,6.4,Low
2026-07-29T05:00:00,R0002,94,32.9,5.6,3.1,3.5,Low
2026-07-29T05:00:00,R0003,242,30.7,5.2,8.3,3.0,Low
2026-07-29T05:00:00,R0004,137,50.5,5.9,6.6,5.6,Low
2026-07-29T05:00:00,R0005,82,50.4,5.8,3.0,12.7,Low
2026-07-29T05:00:00,R0006,78,25.6,4.7,10.1,5.7,Low
2026-07-29T05:00:00,R0007,81,37.2,5.0,5.5,7.3,Low
2026-07-29T05:00:00,R0008,47,46.1,4.5,5.4,4.8,Low
2026-07-29T05:00:00,R0009,156,50.2,5.9,1.4,4.5,Low
2026-07-29T05:00:00,R0010,65,25.0,6.0,6.1,11.5,Low
2026-07-29T05:00:00,R0011,195,41.1,4.7,2.2,14.2,Low
2026-07-29T05:00:00,R0012,87,46.3,5.7,3.0,7.5,Low
2026-07-29T05:00:00,R0013,64,47.7,5.6,4.9,1.8,Low
2026-07-29T05:00:00,R0014,128,33.4,5.0,11.1,12.9,Low
2026-07-29T05:00:00,R0015,53,42.8,4.6,1.8,4.9,Low
2026-07-29T05:00:00,R0016,103,49.4,5.6,3.7,12.2,Low
2026-07-29T05:00:00,R0017,88,23.0,6.1,6.3,12.9,Low
2026-07-29T05:00:00,R0018,248,41.2,4.6,1.8,11.1,Low
2026-07-29T05:00:00,R0019,93,76.3,5.6,0.7,13.1,Low
2026-07-29T05:00:00,R0020,99,22.3,4.7,14.0,10.8,Low
2026-07-29T05:00:00,R0021,79,33.5,5.3,10.2,5.8,Low
2026-07-29T05:00:00,R0022,59,84.0,4.7,1.8,8.2,Low
2026-07-29T05:00:00,R0023,65,24.8,4.7,14.2,7.7,Low
2026-07-29T05:00:00,R0024,80,39.4,5.5,7.8,12.4,Low
2026-07-29T05:00:00,R0025,80,49.0,6.0,4.6,1.6,Low
2026-07-29T05:00:00,R0026,90,32.5,6.0,1.8,10.5,Low
2026-07-29T05:00:00,R0027,91,25.3,5.1,14.2,10.9,Low
2026-07-29T05:00:00,R0028,73,23.6,4.6,5.3,13.3,Low
2026-07-29T05:00:00,R0029,147,42.8,4.5,8.6,10.2,Low
2026-07-29T05:00:00,R0030,96,30.6,5.6,10.5,3.7,Low
2026-07-29T05:00:00,R0031,159,38.2,6.2,8.5,11.6,Low
2026-07-29T05:00:00,R0032,206,37.6,5.1,3.4,0.2,Low
2026-07-29T05:00:00,R0033,76,25.6,5.4,2.0,5.5,Low
2026-07-29T05:00:00,R0034,64,77.8,5.0,1.1,7.8,Low
2026-07-29T05:00:00,R0035,81,33.7,5.2,6.7,7.6,Low
2026-07-29T05:00:00,R0036,128,22.5,5.3,16.8,14.7,Low
2026-07-29T05:00:00,R0037,150,37.3,4.9,3.9,9.9,Low
2026-07-29T05:00:00,R0038,67,31.3,5.5,2.1,6.3,Low
2026-07-29T05:00:00,R0039,81,75.5,5.8,1.3,12.3,Low
2026-07-29T05:00:00,R0040,271,23.5,5.6,11.8,6.9,Low
2026-07-29T05:00:00,R0041,73,33.1,4.9,5.3,7.7,Low
2026-07-29T05:00:00,R0042,83,80.9,5.0,1.0,14.9,Low
2026-07-29T05:00:00,R0043,153,33.9,5.2,1.8,5.2,Low
2026-07-29T05:00:00,R0044,79,22.9,4.5,9.7,6.3,Low
2026-07-29T05:00:00,R0045,62,22.1,4.7,12.9,13.7,Low
2026-07-29T05:00:00,R0046,130,65.6,6.0,2.5,2.5,Low
2026-07-29T05:00:00,R0047,141,29.8,4.6,4.6,10.9,Low
2026-07-29T05:00:00,R0048,73,23.4,6.1,9.8,1.8,Low
2026-07-29T05:00:00,R0049,242,46.6,5.4,7.6,5.6,Low
2026-07-29T05:00:00,R0050,143,24.6,5.6,12.0,1.7,Low
2026-07-29T06:00:00,R0001,523,36.1,29.7,4.9,0.8,Medium
2026-07-29T06:00:00,R0002,378,30.0,22.4,3.4,5.9,Low
2026-07-29T06:00:00,R0003,1314,29.9,28.0,8.5,6.7,Medium
2026-07-29T06:00:00,R0004,627,46.5,26.8,7.1,12.9,Medium
2026-07-29T06:00:00,R0005,405,42.2,28.5,3.6,11.7,Medium
2026-07-29T06:00:00,R0006,414,25.5,24.8,10.1,7.2,Low
2026-07-29T06:00:00,R0007,482,39.1,29.6,5.2,3.7,Medium
2026-07-29T06:00:00,R0008,265,50.5,25.6,5.0,12.9,Medium
2026-07-29T06:00:00,R0009,569,50.3,21.6,1.4,5.2,Low
2026-07-29T06:00:00,R0010,223,24.2,20.7,6.3,3.5,Low
2026-07-29T06:00:00,R0011,1178,37.3,28.1,2.4,12.4,Medium
2026-07-29T06:00:00,R0012,316,47.7,20.7,2.9,3.6,Low
2026-07-29T06:00:00,R0013,261,45.0,22.8,5.2,2.8,Low
2026-07-29T06:00:00,R0014,662,30.3,25.7,12.2,6.3,Medium
2026-07-29T06:00:00,R0015,278,42.0,24.0,1.9,13.6,Low
2026-07-29T06:00:00,R0016,459,45.9,25.2,3.9,1.6,Medium
2026-07-29T06:00:00,R0017,420,21.1,29.3,6.8,4.5,Medium
2026-07-29T06:00:00,R0018,1256,38.9,23.4,1.9,2.5,Low
2026-07-29T06:00:00,R0019,459,72.2,27.8,0.7,9.5,Medium
2026-07-29T06:00:00,R0020,462,22.7,21.8,13.7,13.6,Low
2026-07-29T06:00:00,R0021,336,33.9,22.4,10.1,8.2,Low
2026-07-29T06:00:00,R0022,269,87.2,21.3,1.8,3.7,Low
2026-07-29T06:00:00,R0023,392,21.7,28.5,16.2,12.8,Medium
2026-07-29T06:00:00,R0024,301,41.0,20.8,7.5,11.5,Low
2026-07-29T06:00:00,R0025,391,48.3,29.1,4.7,12.3,Medium
2026-07-29T06:00:00,R0026,433,29.0,28.7,2.0,4.3,Medium
2026-07-29T06:00:00,R0027,419,23.6,23.3,15.2,5.9,Low
2026-07-29T06:00:00,R0028,408,22.3,25.6,5.7,10.4,Medium
2026-07-29T06:00:00,R0029,731,39.2,22.2,9.3,7.6,Low
2026-07-29T06:00:00,R0030,481,31.8,27.9,10.2,9.7,Medium
2026-07-29T06:00:00,R0031,569,40.8,22.1,7.9,1.3,Low
2026-07-29T06:00:00,R0032,971,39.2,24.1,3.2,0.6,Low
2026-07-29T06:00:00,R0033,326,25.7,23.2,2.0,14.3,Low
2026-07-29T06:00:00,R0034,303,74.0,23.9,1.2,2.7,Low
2026-07-29T06:00:00,R0035,379,33.9,24.3,6.7,2.1,Low
2026-07-29T06:00:00,R0036,663,21.7,27.6,17.4,14.7,Medium
2026-07-29T06:00:00,R0037,746,41.4,24.2,3.5,5.1,Low
2026-07-29T06:00:00,R0038,322,29.6,26.4,2.2,2.2,Medium
2026-07-29T06:00:00,R0039,406,80.5,29.2,1.2,13.3,Medium
2026-07-29T06:00:00,R0040,1273,24.4,26.4,11.4,1.0,Medium
2026-07-29T06:00:00,R0041,357,31.0,23.7,5.6,9.5,Low
2026-07-29T06:00:00,R0042,399,75.3,23.9,1.0,8.9,Low
2026-07-29T06:00:00,R0043,827,30.0,28.1,2.1,2.0,Medium
2026-07-29T06:00:00,R0044,398,23.2,22.5,9.6,4.5,Low
2026-07-29T06:00:00,R0045,347,23.6,26.5,12.1,10.4,Medium
2026-07-29T06:00:00,R0046,523,66.8,24.0,2.5,3.1,Low
2026-07-29T06:00:00,R0047,762,33.0,24.9,4.1,2.7,Low
2026-07-29T06:00:00,R0048,258,25.8,21.6,8.9,5.1,Low
2026-07-29T06:00:00,R0049,1216,43.0,26.9,8.3,10.4,Medium
2026-07-29T06:00:00,R0050,607,22.3,23.6,13.3,9.1,Low
2026-07-29T07:00:00,R0001,922,23.1,52.4,7.6,30.3,Medium
2026-07-29T07:00:00,R0002,854,19.0,50.6,5.3,50.2,Medium
2026-07-29T07:00:00,R0003,2111,21.6,44.9,11.8,11.6,Medium
2026-07-29T07:00:00,R0004,1189,32.3,50.8,10.3,26.8,Medium
2026-07-29T07:00:00,R0005,904,24.2,63.7,6.3,100.1,High
2026-07-29T07:00:00,R0006,925,15.1,55.5,17.0,56.8,High
2026-07-29T07:00:00,R0007,900,22.7,55.3,9.0,38.2,High
2026-07-29T07:00:00,R0008,651,25.0,62.8,10.0,71.1,High
2026-07-29T07:00:00,R0009,1575,26.2,59.7,2.7,95.7,High
2026-07-29T07:00:00,R0010,639,13.7,59.3,11.1,89.6,High
2026-07-29T07:00:00,R0011,1917,25.8,45.8,3.5,19.7,Medium
2026-07-29T07:00:00,R0012,753,32.1,49.2,4.3,43.8,Medium
2026-07-29T07:00:00,R0013,609,28.7,53.1,8.2,64.0,Medium
2026-07-29T07:00:00,R0014,1377,19.5,53.5,19.0,41.2,Medium
